trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
262,False,"{'a': 0.4, 'e': 0.07280286282743559}",20,2,20.80991897639783,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.4, 'e': 0.0720784622387661}",25,0,-13.769185756670879,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
264,False,"{'a': 0.4, 'e': 0.07136126955638605}",20,13,-9.69251125627156,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
265,False,"{'a': 0.4, 'e': 0.0706512130604296}",25,7,4.892398848013673,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
266,False,"{'a': 0.4, 'e': 0.06994822174465536}",20,10,22.62260587513918,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.4, 'e': 0.069252225309346}",20,7,12.037187299851489,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.4, 'e': 0.06856315415427791}",20,4,25.782752811578373,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.4, 'e': 0.06788093937176144}",20,0,29.21282277944993,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.4, 'e': 0.06720551273974976}",25,12,24.2372433012235,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.4, 'e': 0.06653680671501686}",20,14,10.37346087462362,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.4, 'e': 0.06587475442640295}",20,5,12.767483792212847,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.4, 'e': 0.06521928966812753}",20,6,25.054043701804805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.4, 'e': 0.06457034689316847}",25,3,38.91029145739109,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.4, 'e': 0.06392786120670757}",20,1,30.298755398011522,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.4, 'e': 0.0632917683596407}",20,4,4.114419713124104,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
277,False,"{'a': 0.4, 'e': 0.06266200474215315}",20,5,18.430356154787244,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.4, 'e': 0.06203850737735829}",35,18,24.31155843956668,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.4, 'e': 0.06142121391500013}",25,17,17.62032034260852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.4, 'e': 0.06081006262521795}",20,0,-0.9430159886116551,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.4, 'e': 0.06020499239237354}",20,9,17.306960028620395,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.4, 'e': 0.05960594270893937}",20,16,7.867265704689437,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.4, 'e': 0.05901285366944784}",25,13,16.66135617690735,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.4, 'e': 0.05842566596450083}",25,6,18.819722229504336,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.4, 'e': 0.057844320874838456}",20,14,10.869876575263786,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.4, 'e': 0.05726876026546736}",20,6,28.595315200348832,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.4, 'e': 0.0566989265798469}",25,0,37.247502560831975,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.4, 'e': 0.056134762834133725}",20,0,33.10812891131407,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.4, 'e': 0.05557621261148306}",20,12,15.339463742465377,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.4, 'e': 0.05502322005640723}",25,15,20.029236517326897,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.4, 'e': 0.05447572986918986}",35,19,-21.30428110740929,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
292,False,"{'a': 0.4, 'e': 0.05393368730035602}",20,9,19.156693245216204,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.4, 'e': 0.053397038145197084}",20,12,11.969144269402463,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.4, 'e': 0.05286572873835037}",30,19,17.738697930892435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.4, 'e': 0.05233970594843238}",25,4,14.348951944957117,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.4, 'e': 0.05181891717272583}",25,5,33.80751690254853,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.4, 'e': 0.05130331033191911}",25,12,12.08597088977239,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.4, 'e': 0.0507928338648985}",20,14,11.592666824937357,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.4, 'e': 0.050287436723591865}",20,9,1.6674819775195262,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
300,False,"{'a': 0.4, 'e': 0.049787068367863944}",25,15,17.427394953165198,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.4, 'e': 0.04929167876046215}",25,18,12.279538480285552,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.4, 'e': 0.04880121836201296}",20,5,13.912754724202278,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.4, 'e': 0.04831563812606777}",30,12,19.24752782938495,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.4, 'e': 0.04783488949419837}",25,15,-15.506319969180849,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
305,False,"{'a': 0.4, 'e': 0.04735892439114091}",30,16,11.146987506806353,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.4, 'e': 0.046887695219988486}",20,14,10.871434408518827,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.4, 'e': 0.04642115485743125}",20,9,19.783403499018775,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.4, 'e': 0.045959256649044204}",20,9,20.3108287166476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.4, 'e': 0.04550195440462157}",20,16,7.006706006717719,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.4, 'e': 0.0450492023935578}",25,8,30.770942041028572,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.4, 'e': 0.044600955340274535}",20,13,11.912077699329956,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.4, 'e': 0.04415716841969286}",20,8,19.86136172022127,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.4, 'e': 0.04371779725275094}",25,11,-37.76122168540211,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
314,False,"{'a': 0.4, 'e': 0.043282797901965896}",20,9,11.199324294440252,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.4, 'e': 0.04285212686704019}",20,8,21.236130756552136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.4, 'e': 0.042425741080511385}",20,10,18.892079016768236,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.4, 'e': 0.04200359790344555}",20,2,21.055598720082713,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.4, 'e': 0.04158565512117316}",20,7,23.2776618639399,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.4, 'e': 0.04117187093906774}",20,10,18.09692986394032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.4, 'e': 0.04076220397836621}",20,0,21.804007756716434,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
321,False,"{'a': 0.4, 'e': 0.04035661327203115}",20,10,19.93717475573032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.4, 'e': 0.039955058260653896}",25,8,30.13862009934647,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.4, 'e': 0.039557498788398725}",25,16,16.21239188632912,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.4, 'e': 0.039163895098987066}",25,10,24.927595896039453,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.4, 'e': 0.03877420783172201}",35,20,26.698685194936523,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.4, 'e': 0.038388398017552054}",20,12,17.306364303727882,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.4, 'e': 0.038006427075174314}",25,5,-68.12759856821211,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
328,False,"{'a': 0.4, 'e': 0.0376282568071762}",20,12,13.563344134815097,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.4, 'e': 0.03725384939621581}",20,9,9.54249925347365,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.4, 'e': 0.036883167401239994}",30,16,24.012751168662554,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.4, 'e': 0.0365161737537404}",25,19,13.20375998988299,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.4, 'e': 0.03615283175404641}",30,0,49.4501178117,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.4, 'e': 0.0357931050676553}",20,3,30.809932031055986,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.4, 'e': 0.03543695772159864}",20,10,21.015576290715998,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.4, 'e': 0.035084354100845025}",30,9,39.604560786944006,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.4, 'e': 0.03473525894473856}",25,12,17.038364575590833,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.4, 'e': 0.03438963734347271}",25,17,15.553077405008976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.4, 'e': 0.034047454734599344}",30,16,27.516167870217604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.4, 'e': 0.033708676899572396}",20,13,10.402159052928237,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.4, 'e': 0.03337326996032608}",20,10,16.90393961422409,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.4, 'e': 0.03304120037588693}",25,16,1.5891842539721972,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.4, 'e': 0.03271243493901982}",20,12,14.82285372709425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.4, 'e': 0.03238694077290704}",20,3,27.534402867977835,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.4, 'e': 0.03206468532786077}",25,10,24.341408760421192,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.4, 'e': 0.03174563637806794}",20,6,24.448519028332644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.4, 'e': 0.03142976201836771}",20,14,12.044422711416845,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.4, 'e': 0.03111703066106086}",25,17,14.138339383022693,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.4, 'e': 0.030807411032751076}",20,10,-24.561960932401977,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
349,False,"{'a': 0.4, 'e': 0.030500872171217483}",25,13,20.788629485003494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.4, 'e': 0.0301973834223185}",20,12,17.780076466497277,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.4, 'e': 0.029896914436926308}",20,6,10.05416747810196,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.4, 'e': 0.029599435167892}",30,24,12.411664718065298,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.4, 'e': 0.029304915867040746}",20,13,11.448525675549144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.4, 'e': 0.029013327082197053}",20,6,17.978806518142292,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.4, 'e': 0.028724639654239423}",20,2,22.608312750312773,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.4, 'e': 0.028438824714184505}",25,11,21.877004877071688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.4, 'e': 0.028155853680300096}",20,12,12.646439101554597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.4, 'e': 0.027875698255247015}",35,26,15.777572735148038,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.4, 'e': 0.027598330423249287}",20,11,14.596563235990033,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.4, 'e': 0.02732372244729256}",25,19,8.030231413217138,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.4, 'e': 0.027051846866350416}",35,27,16.006213548718147,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.4, 'e': 0.026782676492638175}",30,23,14.698202003643317,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.4, 'e': 0.02651618440889418}",25,19,11.383693130295603,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.4, 'e': 0.02625234396568796}",20,14,12.369196111803465,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.4, 'e': 0.025991128778755347}",20,12,14.959413100862086,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.4, 'e': 0.02573251272635994}",20,8,24.233971817171813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.4, 'e': 0.025476469946681016}",20,11,13.765678440072952,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.4, 'e': 0.025222974835227212}",25,20,9.118946350839808,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.4, 'e': 0.024972002042276155}",20,10,17.464498644869302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.4, 'e': 0.024723526470339388}",25,20,8.824710164199303,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.4, 'e': 0.02447752327165267}",25,18,11.763501361572178,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.4, 'e': 0.024233967845691113}",25,0,24.840864004654566,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
373,False,"{'a': 0.4, 'e': 0.023992835836709175}",25,4,31.82296824984382,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.4, 'e': 0.023754103131304997}",25,11,26.133996520588475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.4, 'e': 0.023517745856009107}",25,13,25.425219249081714,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.4, 'e': 0.023283740374897}",20,16,9.175039718294666,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.4, 'e': 0.02305206328722557}",20,10,17.489280159100872,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.4, 'e': 0.02282269142509297}",25,10,25.08580600900738,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.4, 'e': 0.022595601851121864}",25,13,24.7086855470165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.4, 'e': 0.02237077185616559}",25,14,17.359413835232303,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.4, 'e': 0.022148178957037315}",20,7,19.472182900554667,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.4, 'e': 0.02192780089426161}",20,13,14.107354560504906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.4, 'e': 0.02170961562984857}",20,10,3.5751928044830734,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.4, 'e': 0.021493601345089923}",20,13,13.198747556999564,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.4, 'e': 0.02127973643837717}",30,18,23.22375693489066,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.4, 'e': 0.021067999523041434}",35,9,46.27036101484889,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.4, 'e': 0.02085836942521472}",20,6,26.101602118422605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.4, 'e': 0.020650825181712566}",20,3,26.465324624030238,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.4, 'e': 0.020445346037937653}",20,5,28.43118136431871,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.4, 'e': 0.02024191144580439}",25,8,31.796439709895033,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.4, 'e': 0.020040501061684014}",20,14,10.678371744465172,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.4, 'e': 0.019841094744370288}",30,21,16.94844557932275,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.4, 'e': 0.019643672553065292}",25,17,14.38407892142613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.4, 'e': 0.01944821474538539}",20,6,24.65792267462885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.4, 'e': 0.01925470177538692}",20,14,11.74177116652805,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.4, 'e': 0.019063114291611637}",25,15,13.66645222307481,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.4, 'e': 0.018873433135151486}",20,12,14.861027748665562,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.4, 'e': 0.018685639337732773}",30,16,25.216649330570576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.4, 'e': 0.018499714119819242}",20,16,8.67037481123383,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.4, 'e': 0.01831563888873418}",30,12,29.33084360089853,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.4, 'e': 0.018133395236801075}",20,8,22.007595350061735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.4, 'e': 0.01795296493950285}",20,12,13.481800933141516,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.4, 'e': 0.01777432995365944}",20,2,-13.63994223053397,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
404,False,"{'a': 0.4, 'e': 0.017597472415623393}",20,13,13.024716522359494,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.4, 'e': 0.017422374639493515}",20,9,16.792945201877338,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.4, 'e': 0.017249019115346265}",25,17,14.20508474339135,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.4, 'e': 0.017077388507484793}",30,4,25.240878847934237,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
408,False,"{'a': 0.4, 'e': 0.01690746565270528}",20,9,19.440007311931062,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.4, 'e': 0.016739233558580632}",30,8,38.78720616149952,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.4, 'e': 0.016572675401761255}",20,6,29.438880647228643,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.4, 'e': 0.016407774526292645}",30,18,21.222184973578024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.4, 'e': 0.01624451444194987}",20,8,23.813467880313805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.4, 'e': 0.016082878822588433}",25,15,16.46893223738602,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.4, 'e': 0.015922851504511698}",20,10,19.180627772473283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.4, 'e': 0.015764416484854486}",30,16,26.62905792318474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.4, 'e': 0.01560755791998283}",20,3,34.49028629505163,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.4, 'e': 0.015452260123909515}",25,18,0.824482933597245,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.4, 'e': 0.015298507566725518}",30,18,19.606900197121803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.4, 'e': 0.01514628487304698}",20,7,21.616526198090398,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.4, 'e': 0.014995576820477703}",20,14,11.378896122169683,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.4, 'e': 0.014846368338086832}",20,10,18.59495129810395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.4, 'e': 0.014698644504901784}",20,4,24.83077865874475,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.4, 'e': 0.014552390548416123}",30,23,15.104438946443539,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.4, 'e': 0.01440759184311235}",20,8,19.5669724876535,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.4, 'e': 0.014264233908999256}",30,12,32.495422553553105,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.4, 'e': 0.014122302410163962}",25,16,13.900401407874325,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.4, 'e': 0.013981783153338296}",25,20,9.255420292112696,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.4, 'e': 0.013842662086479501}",20,8,20.42721620681766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.4, 'e': 0.013704925297364945}",25,8,30.117554316697113,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.4, 'e': 0.013568559012200934}",20,16,9.815409935464395,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.4, 'e': 0.013433549594245302}",30,13,32.84691805193528,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.4, 'e': 0.013299883542443767}",20,3,29.960074323334265,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.4, 'e': 0.013167547490079751}",20,2,28.583486222671716,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.4, 'e': 0.013036528203437736}",25,13,24.564333420200807,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.4, 'e': 0.012906812580479862}",20,12,13.2302181297203,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.4, 'e': 0.01277838764953576}",25,2,31.80142383369217,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.4, 'e': 0.012651240568005305}",25,19,10.520388637426452,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.4, 'e': 0.012525358621074385}",20,8,21.295084903659436,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.4, 'e': 0.012400729220443406}",30,9,36.573588417851354,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.4, 'e': 0.012277339903068436}",20,4,13.613740966125384,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.4, 'e': 0.012155178329914935}",20,8,19.80846323816956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.4, 'e': 0.012034232284723775}",20,7,14.377914186212532,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.4, 'e': 0.011914489672789647}",25,16,12.833224895022118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.4, 'e': 0.011795938519751562}",25,10,25.697167485906498,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.4, 'e': 0.011678566970395442}",20,8,21.04456987811985,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.4, 'e': 0.011562363287468536}",30,20,-37.36484899527212,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
447,False,"{'a': 0.4, 'e': 0.01144731585050571}",20,7,21.17486880765687,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
