trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
448,False,"{'a': 0.4, 'e': 0.011333413154667387}",25,13,28.07125632104517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.4, 'e': 0.011220643809589084}",20,15,8.5442960388966,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.4, 'e': 0.011108996538242306}",25,11,25.622504577693682,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.4, 'e': 0.010998460175806881}",30,17,23.118693533808983,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.4, 'e': 0.01088902366855444}",30,16,28.653248958343433,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.4, 'e': 0.010780676072743084}",20,12,11.449338685068307,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.4, 'e': 0.010673406553522925}",20,9,21.080803513830627,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.4, 'e': 0.010567204383852655}",20,6,22.99959809159637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.4, 'e': 0.010462058943426795}",25,5,32.48178131640087,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.4, 'e': 0.010357959717613696}",20,10,19.098581764080944,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.4, 'e': 0.010254896296404022}",35,13,41.4895162139403,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.4, 'e': 0.010152858373369763}",25,12,29.055183400877695,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.4, 'e': 0.010051835744633576}",20,8,20.983773045283037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.4, 'e': 0.00995181830784842}",35,25,18.355200555959968,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.4, 'e': 0.009852796061187257}",35,21,27.305708961269108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.4, 'e': 0.009754759102342903}",20,12,15.548255261259865,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.4, 'e': 0.009657697627537777}",25,11,21.133152761890646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.4, 'e': 0.009561601930543505}",20,0,36.981067695311296,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
466,False,"{'a': 0.4, 'e': 0.009466462401710323}",30,15,28.692845462717525,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.4, 'e': 0.009372269527006058}",25,14,19.65576336847083,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.4, 'e': 0.009279013887064744}",25,10,25.092219783387023,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.4, 'e': 0.009186686156244664}",20,12,15.740350806950218,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.4, 'e': 0.009095277101695816}",30,16,24.086324007696508,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.4, 'e': 0.00900477758243656}",20,14,12.756011523737111,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.4, 'e': 0.008915178548439553}",20,13,12.256270205196481,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.4, 'e': 0.008826471039726723}",25,16,15.74522954179203,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.4, 'e': 0.00873864618547329}",20,13,11.817573781509207,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.4, 'e': 0.008651695203120634}",25,7,28.66582971304797,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.4, 'e': 0.00856560939749806}",25,17,14.996047952712647,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.4, 'e': 0.00848038015995326}",30,16,30.240601286114853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.4, 'e': 0.00839599896749147}",25,13,27.32915127576206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.4, 'e': 0.008312457381923119}",30,20,17.835099853780008,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.4, 'e': 0.00822974704902003}",25,14,23.674876519960403,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.4, 'e': 0.008147859697679982}",30,15,23.68059187038201,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.4, 'e': 0.008066787139099614}",30,16,25.715753903100524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.4, 'e': 0.007986521265955502}",20,15,10.489648340398848,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.4, 'e': 0.007907054051593441}",25,3,35.35128061993425,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.4, 'e': 0.007828377549225767}",20,13,11.240234575153805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.4, 'e': 0.007750483891136692}",25,18,12.904212945845998,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.4, 'e': 0.007673365287895489}",20,6,29.254720536352206,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.4, 'e': 0.007597014027577567}",20,12,11.30803497834137,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.4, 'e': 0.00752142247499327}",30,15,27.452053113444986,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.4, 'e': 0.007446583070924338}",20,0,32.9814842422677,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
491,False,"{'a': 0.4, 'e': 0.007372488331368012}",35,12,44.40216728807435,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.4, 'e': 0.007299130846788583}",20,13,12.396887253290743,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.4, 'e': 0.0072265032813764625}",20,6,19.763534404335463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.4, 'e': 0.007154598372314579}",30,16,24.247947077223053,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.4, 'e': 0.0070834089290521185}",25,0,30.590641278704346,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.4, 'e': 0.007012927832585425}",25,0,38.983905465901984,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
497,False,"{'a': 0.4, 'e': 0.0069431480347461145}",35,23,22.270055691363495,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.4, 'e': 0.006874062557496248}",20,8,21.220028433179365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.4, 'e': 0.006805664492230543}",20,12,13.396532450538087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.4, 'e': 0.006737946999085467}",20,10,19.489048889708133,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.4, 'e': 0.006670903306255274}",20,8,25.24045457315363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.4, 'e': 0.006604526709314805}",30,14,29.347305354687684,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.4, 'e': 0.006538810570549064}",25,12,24.99469974786843,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.4, 'e': 0.006473748318289405}",20,11,17.701069255608036,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.4, 'e': 0.006409333446256383}",25,5,28.353740146495245,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.4, 'e': 0.00634555951290911}",25,7,39.28726968594188,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.4, 'e': 0.006282420140801118}",25,19,10.746531939984395,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.4, 'e': 0.006219909015942573}",30,22,17.553819049486364,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.4, 'e': 0.006158019887168897}",20,14,8.73972405737673,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.4, 'e': 0.006096746565515633}",30,20,18.324393426728527,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.4, 'e': 0.006036082923599565}",20,11,19.09311448946373,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.4, 'e': 0.005976022895005943}",25,13,24.46995355086095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.4, 'e': 0.005916560473681857}",35,23,25.610491066905578,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.4, 'e': 0.0058576897133356225}",25,16,13.687026876468073,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.4, 'e': 0.005799404726842141}",20,6,13.866406260058836,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.4, 'e': 0.005741699685654202}",20,12,13.280942987179989,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.4, 'e': 0.005684568819219595}",20,6,24.484475508196955,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.4, 'e': 0.005628006414404065}",30,23,12.620946874951777,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.4, 'e': 0.005572006814919993}",35,22,24.403021192117723,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.4, 'e': 0.0055165644207607716}",25,14,23.087707012802156,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.4, 'e': 0.005461673687640779}",20,7,29.619201893152358,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.4, 'e': 0.00540732912644096}",20,9,13.916809044870707,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.4, 'e': 0.005353525302659903}",25,13,20.8368766725099,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.4, 'e': 0.005300256835870402}",20,13,12.421776741818869,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.4, 'e': 0.005247518399181385}",20,9,21.95086449326774,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.4, 'e': 0.005195304718705231}",30,16,27.434919476939815,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.4, 'e': 0.005143610573030379}",35,23,21.330619687750158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.4, 'e': 0.00509243079269919}",30,16,27.768225199940613,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.4, 'e': 0.005041760259690979}",25,14,25.207917117429364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.4, 'e': 0.004991593906910217}",25,11,20.635114608265376,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.4, 'e': 0.004941926717679818}",20,11,19.518567453643847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.4, 'e': 0.004892753725239476}",30,13,28.866424010139283,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.4, 'e': 0.004844070012248967}",25,15,19.218539069053975,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.4, 'e': 0.004795870710296421}",25,14,18.278752769671406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.4, 'e': 0.004748150999411473}",20,0,28.982212158885243,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
536,False,"{'a': 0.4, 'e': 0.004700906107583276}",25,7,31.63016475488223,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.4, 'e': 0.004654131310283272}",25,14,16.342811718836895,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.4, 'e': 0.004607821929992752}",25,10,24.8667276644264,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.4, 'e': 0.004561973335735096}",20,14,12.6543401048431,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.4, 'e': 0.004516580942612666}",30,15,30.490524589899294,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.4, 'e': 0.004471640211348332}",25,3,-5.2101069910664135,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
542,False,"{'a': 0.4, 'e': 0.004427146647831511}",25,20,10.373252943685856,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.4, 'e': 0.004383095802668776}",20,11,16.55715033940549,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.4, 'e': 0.004339483270738895}",25,10,27.01512171890156,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.4, 'e': 0.00429630469075234}",25,19,10.10187456109622,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.4, 'e': 0.004253555744815125}",20,10,19.178328143314754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.4, 'e': 0.004211232157997035}",25,12,21.70379638693626,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.4, 'e': 0.0041693296979041115}",25,12,24.912681330185315,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.4, 'e': 0.004127844174255436}",20,14,10.995359240798582,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.4, 'e': 0.004086771438464067}",20,9,21.944681735579273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.4, 'e': 0.004046107383222199}",20,6,26.47435457975582,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.4, 'e': 0.004005847942090417}",30,5,45.206110120525075,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.4, 'e': 0.003965989089091065}",20,15,9.58938219781686,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.4, 'e': 0.003926526838305624}",20,11,16.114283742923497,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.4, 'e': 0.0038874572434761303}",25,14,18.748288927757176,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.4, 'e': 0.0038487763976105395}",20,7,24.134765563810014,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.4, 'e': 0.003810480432592037}",20,8,20.129294767136837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.4, 'e': 0.0037725655187922052}",25,10,25.40761586906123,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.4, 'e': 0.0037350278646880674}",20,11,14.92497555486492,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.4, 'e': 0.003697863716482929}",30,20,15.918683360694516,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.4, 'e': 0.0036610693577310053}",30,15,16.521950345641855,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
562,False,"{'a': 0.4, 'e': 0.0036246411089657558}",25,11,22.93139873849218,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.4, 'e': 0.0035885753273319477}",20,9,21.102835661500677,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.4, 'e': 0.003552868406221362}",20,10,16.463247108756683,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.4, 'e': 0.0035175167749121284}",25,13,12.00442817374762,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
566,False,"{'a': 0.4, 'e': 0.003482516898211663}",25,15,20.259659429489332,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.4, 'e': 0.0034478652761031265}",20,1,30.318242647375875,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.4, 'e': 0.0034135584433954303}",25,17,15.824483179535155,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.4, 'e': 0.0033795929693767124}",20,13,12.30944241848488,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.4, 'e': 0.003345965457471272}",20,14,10.840210819960785,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.4, 'e': 0.0033126725448998926}",30,16,25.54562689097395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.4, 'e': 0.003279710902343573}",30,13,31.651452164777396,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.4, 'e': 0.0032470772336105863}",25,16,14.896783557473926,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.4, 'e': 0.00321476827530687}",25,14,19.741643637834162,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.4, 'e': 0.003182780796509667}",25,11,27.689511415715483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.4, 'e': 0.0031511115984444414}",25,13,26.493604055571016,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.4, 'e': 0.003119757514164992}",30,16,25.996149183203283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.4, 'e': 0.0030887154082367687}",20,13,13.024501714956411,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.4, 'e': 0.0030579821764233073}",25,15,18.746938880953607,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.4, 'e': 0.0030275547453758153}",20,14,9.21669483143411,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.4, 'e': 0.0029974300723258286}",25,16,17.447782557375717,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.4, 'e': 0.002967605144780944}",25,19,10.206274501115686,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.4, 'e': 0.0029380769802235503}",20,11,14.178954036112774,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.4, 'e': 0.002908842625812584}",35,22,21.63740305880857,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.4, 'e': 0.0028798991580882404}",20,8,22.344642421095767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.4, 'e': 0.0028512436826796323}",25,9,15.484387195125478,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.4, 'e': 0.0028228733340153363}",35,23,25.64601442439384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.4, 'e': 0.0027947852750368437}",35,28,11.00281395668614,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.4, 'e': 0.002766976696914851}",25,18,12.341633876390384,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.4, 'e': 0.0027394448187683684}",20,12,-10.966138367630368,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
591,False,"{'a': 0.4, 'e': 0.0027121868873866434}",20,11,19.35397591894116,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.4, 'e': 0.0026852001769538205}",20,8,22.05792798329846,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.4, 'e': 0.002658481988776367}",20,12,11.700764061011572,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.4, 'e': 0.0026320296510131984}",25,6,33.72147619989102,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.4, 'e': 0.0026058405184084983}",25,13,22.198336907547922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.4, 'e': 0.00257991197202718}",30,14,28.357402987728403,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.4, 'e': 0.0025542414189929983}",20,9,20.58431130288602,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.4, 'e': 0.0025288262922292556}",25,5,33.38841665176392,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.4, 'e': 0.0025036640502021}",20,8,22.86081031875883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.4, 'e': 0.0024787521766663585}",20,9,19.64682016162949,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.4, 'e': 0.002454088180413917}",25,12,8.836717356967128,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.4, 'e': 0.0024296695950245953}",25,14,17.444209743678147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.4, 'e': 0.0024054939786195095}",20,12,15.276324268649695,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.4, 'e': 0.0023815589136168707}",30,22,12.84553785587657,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.4, 'e': 0.002357862006490233}",30,18,22.92678814605395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.4, 'e': 0.002334400887529133}",20,10,18.904932508471358,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.4, 'e': 0.002311173210602129}",30,17,23.626192989796508,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.4, 'e': 0.0022881766529221693}",30,12,31.46895237211316,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.4, 'e': 0.002265408914814322}",20,2,29.148616084696208,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.4, 'e': 0.002242867719485801}",20,16,7.083003171117625,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.4, 'e': 0.002220550812798294}",25,4,35.43918099210654,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.4, 'e': 0.0021984559630425313}",35,18,33.83212707839751,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.4, 'e': 0.0021765809607151255}",20,10,19.994389105448914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.4, 'e': 0.002154923618297613}",20,4,27.65798945440007,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.4, 'e': 0.002133481770037708}",20,7,24.040071137602006,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.4, 'e': 0.002112253271732714}",20,9,24.345854737975138,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.4, 'e': 0.0020912360005151103}",25,6,33.80740111980506,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.4, 'e': 0.0020704278546402606}",20,13,12.841876566165556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.4, 'e': 0.002049826753276235}",25,3,38.69939873904843,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.4, 'e': 0.002029430636295734}",30,16,25.956877454091206,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.4, 'e': 0.0020092374640700602}",20,13,14.46133258397726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.4, 'e': 0.0019892452172651635}",25,16,16.263710269501622,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.4, 'e': 0.0019694518966397014}",25,18,1.4971969310810098,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
624,False,"{'a': 0.4, 'e': 0.0019498555228451206}",25,9,25.11099445397206,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.4, 'e': 0.0019304541362277093}",30,24,9.772737839049727,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.4, 'e': 0.0019112457966326377}",25,11,20.981162892259267,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.4, 'e': 0.001892228583209938}",20,0,30.533706368451853,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
628,False,"{'a': 0.4, 'e': 0.0018734005942224233}",25,16,16.75905672026692,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.4, 'e': 0.0018547599468555032}",20,6,25.350243210539634,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.4, 'e': 0.0018363047770289071}",20,14,8.98080425853175,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.4, 'e': 0.0018180332392102713}",30,18,21.747356481740105,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.4, 'e': 0.0017999435062305911}",20,15,8.613527342168544,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
